2024-10-10 03:10:23 - [2024-10-10 03:10:23] MonsterMonstruo 231003101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 11:05:09 - [2024-10-10 11:05:09] MonsterMonstruo 70511101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 11:05:21 - [2024-10-10 11:05:21] Monster Monstruo 340411101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 11:05:21 - [2024-10-10 11:05:21] Monster Monstruo 350411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 11:05:21 - [2024-10-10 11:05:21] Monster Monstruo 440411101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 11:05:21 - [2024-10-10 11:05:21] Monster Monstruo 530411101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 11:05:21 - [2024-10-10 11:05:21] Monster Monstruo 550411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 3.
2024-10-10 11:05:21 - [2024-10-10 11:05:21] Monster Monstruo 560411101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 11:05:21 - [2024-10-10 11:05:21] Monster Monstruo 580411101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 11:05:21 - [2024-10-10 11:05:21] Monster Monstruo 70511101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 11:05:23 - [2024-10-10 11:05:23] MonsterMonstruo 210511101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 11:05:25 - [2024-10-10 11:05:25] MonsterMonstruo 240511101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 11:05:31 - [2024-10-10 11:05:31] MonsterMonstruo 290511101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 2.
2024-10-10 11:05:33 - [2024-10-10 11:05:33] MonsterMonstruo 320511101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 11:05:37 - [2024-10-10 11:05:37] MonsterMonstruo 360511101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 11:13:57 - [2024-10-10 11:13:57] MonsterMonstruo 561311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 11:14:03 - [2024-10-10 11:14:03] MonsterMonstruo 31411101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 11:14:07 - [2024-10-10 11:14:07] MonsterMonstruo 61411101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 2.
2024-10-10 11:14:19 - [2024-10-10 11:14:19] MonsterMonstruo 191411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 11:14:27 - [2024-10-10 11:14:27] MonsterMonstruo 271411101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 11:14:33 - [2024-10-10 11:14:33] MonsterMonstruo 331411101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 11:14:38 - [2024-10-10 11:14:38] MonsterMonstruo 361411101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 11:14:40 - [2024-10-10 11:14:40] MonsterMonstruo 371411101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 4.
2024-10-10 11:14:52 - [2024-10-10 11:14:52] Monster Monstruo 561311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 11:14:52 - [2024-10-10 11:14:52] Monster Monstruo 31411101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 11:14:52 - [2024-10-10 11:14:52] Monster Monstruo 61411101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 2.
2024-10-10 11:14:52 - [2024-10-10 11:14:52] Monster Monstruo 191411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
2024-10-10 11:14:52 - [2024-10-10 11:14:52] Monster Monstruo 271411101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 11:14:52 - [2024-10-10 11:14:52] Monster Monstruo 331411101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 11:14:52 - [2024-10-10 11:14:52] Monster Monstruo 361411101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 11:14:52 - [2024-10-10 11:14:52] Monster Monstruo 371411101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 4.
2024-10-10 11:14:54 - [2024-10-10 11:14:54] MonsterMonstruo 401411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 11:14:56 - [2024-10-10 11:14:56] MonsterMonstruo 521411101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 11:14:58 - [2024-10-10 11:14:58] MonsterMonstruo 531411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 11:15:00 - [2024-10-10 11:15:00] MonsterMonstruo 541411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 11:15:02 - [2024-10-10 11:15:02] MonsterMonstruo 551411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 3.
2024-10-10 11:15:04 - [2024-10-10 11:15:04] MonsterMonstruo 561411101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 11:15:06 - [2024-10-10 11:15:06] MonsterMonstruo 581411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 4.
2024-10-10 11:15:08 - [2024-10-10 11:15:08] MonsterMonstruo 61511101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 11:15:20 - [2024-10-10 11:15:20] Monster Monstruo 401411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 11:15:20 - [2024-10-10 11:15:20] Monster Monstruo 521411101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 11:15:20 - [2024-10-10 11:15:20] Monster Monstruo 531411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 11:15:20 - [2024-10-10 11:15:20] Monster Monstruo 541411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 11:15:20 - [2024-10-10 11:15:20] Monster Monstruo 551411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 3.
2024-10-10 11:15:20 - [2024-10-10 11:15:20] Monster Monstruo 561411101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 11:15:20 - [2024-10-10 11:15:20] Monster Monstruo 581411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 4.
2024-10-10 11:15:20 - [2024-10-10 11:15:20] Monster Monstruo 61511101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 11:15:22 - [2024-10-10 11:15:22] MonsterMonstruo 211511101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 11:15:24 - [2024-10-10 11:15:24] MonsterMonstruo 231511101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 11:15:32 - [2024-10-10 11:15:32] MonsterMonstruo 311511101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 11:23:44 - [2024-10-10 11:23:44] MonsterMonstruo 432311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 11:23:46 - [2024-10-10 11:23:46] MonsterMonstruo 442311101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 11:23:48 - [2024-10-10 11:23:48] MonsterMonstruo 482311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 11:23:52 - [2024-10-10 11:23:52] MonsterMonstruo 502311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 11:23:54 - [2024-10-10 11:23:54] MonsterMonstruo 522311101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 11:23:56 - [2024-10-10 11:23:56] MonsterMonstruo 532311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 11:23:58 - [2024-10-10 11:23:58] MonsterMonstruo 542311101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 11:24:04 - [2024-10-10 11:24:04] MonsterMonstruo 32411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 4.
2024-10-10 11:24:16 - [2024-10-10 11:24:16] Monster Monstruo 432311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 11:24:16 - [2024-10-10 11:24:16] Monster Monstruo 442311101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 11:24:16 - [2024-10-10 11:24:16] Monster Monstruo 482311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 11:24:16 - [2024-10-10 11:24:16] Monster Monstruo 502311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 11:24:16 - [2024-10-10 11:24:16] Monster Monstruo 522311101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 11:24:16 - [2024-10-10 11:24:16] Monster Monstruo 532311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 11:24:16 - [2024-10-10 11:24:16] Monster Monstruo 542311101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 11:24:16 - [2024-10-10 11:24:16] Monster Monstruo 32411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 4.
2024-10-10 11:24:20 - [2024-10-10 11:24:20] MonsterMonstruo 182411101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 11:24:22 - [2024-10-10 11:24:22] MonsterMonstruo 192411101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 11:24:28 - [2024-10-10 11:24:28] MonsterMonstruo 272411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 11:24:32 - [2024-10-10 11:24:32] MonsterMonstruo 322411101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 11:24:40 - [2024-10-10 11:24:40] MonsterMonstruo 392411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 3.
2024-10-10 11:24:44 - [2024-10-10 11:24:44] MonsterMonstruo 432411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 11:24:48 - [2024-10-10 11:24:48] MonsterMonstruo 482411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 11:24:53 - [2024-10-10 11:24:53] MonsterMonstruo 522411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 11:25:05 - [2024-10-10 11:25:05] Monster Monstruo 182411101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 11:25:05 - [2024-10-10 11:25:05] Monster Monstruo 192411101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 11:25:05 - [2024-10-10 11:25:05] Monster Monstruo 272411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
2024-10-10 11:25:05 - [2024-10-10 11:25:05] Monster Monstruo 322411101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 11:25:05 - [2024-10-10 11:25:05] Monster Monstruo 392411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 3.
2024-10-10 11:25:05 - [2024-10-10 11:25:05] Monster Monstruo 432411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 11:25:05 - [2024-10-10 11:25:05] Monster Monstruo 482411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 11:25:05 - [2024-10-10 11:25:05] Monster Monstruo 522411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 11:25:07 - [2024-10-10 11:25:07] MonsterMonstruo 532411101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 11:25:09 - [2024-10-10 11:25:09] MonsterMonstruo 82511101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 11:25:13 - [2024-10-10 11:25:13] MonsterMonstruo 112511101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 2.
2024-10-10 11:25:23 - [2024-10-10 11:25:23] MonsterMonstruo 212511101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 11:25:25 - [2024-10-10 11:25:25] MonsterMonstruo 242511101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 11:25:39 - [2024-10-10 11:25:39] MonsterMonstruo 382511101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 3.
2024-10-10 11:25:41 - [2024-10-10 11:25:41] MonsterMonstruo 392511101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 4.
2024-10-10 11:25:43 - [2024-10-10 11:25:43] MonsterMonstruo 402511101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 11:25:55 - [2024-10-10 11:25:55] Monster Monstruo 532411101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 11:25:55 - [2024-10-10 11:25:55] Monster Monstruo 82511101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 11:25:55 - [2024-10-10 11:25:55] Monster Monstruo 112511101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 2.
2024-10-10 11:25:55 - [2024-10-10 11:25:55] Monster Monstruo 212511101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 11:25:55 - [2024-10-10 11:25:55] Monster Monstruo 242511101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 11:25:55 - [2024-10-10 11:25:55] Monster Monstruo 382511101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 3.
2024-10-10 11:25:55 - [2024-10-10 11:25:55] Monster Monstruo 392511101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 4.
2024-10-10 11:25:55 - [2024-10-10 11:25:55] Monster Monstruo 402511101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 11:25:57 - [2024-10-10 11:25:57] MonsterMonstruo 422511101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 11:25:59 - [2024-10-10 11:25:59] MonsterMonstruo 432511101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 11:26:01 - [2024-10-10 11:26:01] MonsterMonstruo 572511101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 11:26:07 - [2024-10-10 11:26:07] MonsterMonstruo 52611101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 11:26:13 - [2024-10-10 11:26:13] MonsterMonstruo 122611101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 11:26:23 - [2024-10-10 11:26:23] MonsterMonstruo 222611101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 3.
2024-10-10 11:26:35 - [2024-10-10 11:26:35] MonsterMonstruo 342611101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 11:26:43 - [2024-10-10 11:26:43] MonsterMonstruo 432611101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 11:30:20 - [2024-10-10 11:30:20] MonsterMonstruo 203011101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 11:30:22 - [2024-10-10 11:30:22] MonsterMonstruo 213011101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 11:30:24 - [2024-10-10 11:30:24] MonsterMonstruo 223011101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 11:30:26 - [2024-10-10 11:30:26] MonsterMonstruo 253011101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 2.
2024-10-10 11:30:31 - [2024-10-10 11:30:31] MonsterMonstruo 303011101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 11:30:33 - [2024-10-10 11:30:33] MonsterMonstruo 323011101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 11:30:35 - [2024-10-10 11:30:35] MonsterMonstruo 333011101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 11:30:37 - [2024-10-10 11:30:37] MonsterMonstruo 343011101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 11:30:49 - [2024-10-10 11:30:49] Monster Monstruo 203011101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 11:30:49 - [2024-10-10 11:30:49] Monster Monstruo 213011101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 11:30:49 - [2024-10-10 11:30:49] Monster Monstruo 223011101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 11:30:49 - [2024-10-10 11:30:49] Monster Monstruo 253011101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 2.
2024-10-10 11:30:49 - [2024-10-10 11:30:49] Monster Monstruo 303011101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 11:30:49 - [2024-10-10 11:30:49] Monster Monstruo 323011101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 11:30:49 - [2024-10-10 11:30:49] Monster Monstruo 333011101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 11:30:49 - [2024-10-10 11:30:49] Monster Monstruo 343011101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 11:30:51 - [2024-10-10 11:30:51] MonsterMonstruo 363011101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 11:31:05 - [2024-10-10 11:31:05] MonsterMonstruo 33111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 11:31:07 - [2024-10-10 11:31:07] MonsterMonstruo 43111101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 11:31:09 - [2024-10-10 11:31:09] MonsterMonstruo 63111101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
